date,score
2019-08-29 18:56:45,"[1.6144, 0.8296, 0.0728, -0.9051, -1.2561]"
2019-08-29 19:09:34,"[-1.2816, -1.1969, 0.0852, 0.9244, 1.2206]"
2019-08-29 20:49:38,"[-0.1431, -0.8185, -0.2461, 0.1745, 0.7728]"
2019-08-30 02:33:51,"[-1.2098, -1.4554, -0.604, 0.8621, 1.8971]"
2019-08-30 03:39:21,"[-0.4238, -1.2199, -0.7008, 0.3929, 1.4702]"
2019-08-30 14:06:37,"[-0.0029, -0.4022, 0.1335, 0.1785, 0.2333]"
2019-08-30 14:12:15,"[-2.1954, -2.1927, -0.2552, 1.6399, 2.3529]"
2019-08-30 19:33:25,"[1.3953, 0.4182, -0.0162, -0.8315, -0.729]"
2019-08-30 19:40:31,"[2.0842, 1.307, 0.2357, -1.2786, -1.8676]"
2019-08-30 21:45:51,"[0.257, -0.6057, -0.3637, -0.0079, 0.58]"
2019-09-03 20:26:13,"[-0.7933, -0.1109, 0.1842, 0.6081, 0.1044]"
2019-09-03 21:08:25,"[-0.6943, -1.0897, -0.3962, 0.5654, 1.2012]"
2019-09-03 21:09:07,"[-0.3062, -0.8711, -0.2315, 0.295, 0.8793]"
2019-09-03 21:09:19,"[0.1252, -0.7263, -0.3733, 0.0338, 0.7816]"
2019-09-03 21:10:27,"[-0.3204, -0.9327, -0.5573, 0.3652, 1.1487]"
2019-09-03 21:14:43,"[-1.4232, -1.3098, -0.4622, 0.8151, 1.8947]"
2019-09-04 06:54:18,"[0.0571, -0.3255, -0.1609, -0.0723, 0.3814]"
2019-09-04 09:28:11,"[0.6847, 0.3785, 0.0212, -0.3265, -0.6148]"
2019-09-04 09:30:00,"[-1.3583, -1.1633, 0.3378, 1.0316, 0.8668]"
2019-09-04 20:15:39,"[0.9323, 0.2764, -0.2498, -0.3925, -0.5006]"
2019-09-04 20:47:52,"[-0.0337, -0.1027, 0.3116, 0.2729, -0.3058]"
2019-09-05 07:25:21,"[0.9855, 1.2268, 1.0847, -0.6479, -2.0443]"
2019-09-05 16:09:15,"[0.7694, 1.5034, 1.2126, -0.6537, -2.3324]"
2019-09-05 16:10:08,"[0.3309, -0.2456, 0.0609, -0.1732, -0.0436]"
2019-09-05 16:45:55,"[-0.2877, -0.6585, -0.1994, 0.276, 0.6372]"
2019-09-05 19:35:12,"[1.4446, 1.0927, 0.6285, -1.0138, -1.7216]"
2019-09-05 19:37:40,"[-0.2919, -0.8761, -0.2253, 0.3323, 0.828]"
2019-09-05 22:18:34,"[1.1589, 0.8979, 0.7196, -0.5989, -1.6094]"
2019-09-05 22:22:40,"[-0.2894, -0.7892, -0.1046, 0.2733, 0.7862]"
2019-09-05 23:19:06,"[-0.6685, -0.9221, -0.2487, 0.5232, 1.0104]"
2019-09-06 01:40:11,"[-0.1306, -0.7241, -0.078, 0.2552, 0.5628]"
2019-09-06 04:57:08,"[-1.2784, -0.9431, 0.291, 0.8821, 0.7833]"
2019-09-06 04:59:07,"[1.1976, 1.0335, 0.8617, -0.6131, -1.8859]"
2019-09-06 08:00:55,"[-0.181, -0.5904, -0.0212, 0.219, 0.4762]"
2019-09-06 08:04:50,"[1.596, 0.6859, 0.1895, -0.9063, -1.1144]"
2019-09-06 16:37:32,"[0.3269, 0.3187, 0.4334, -0.106, -0.8692]"
2019-09-06 22:01:54,"[0.1236, -0.4744, 0.1565, 0.1659, 0.1265]"
2019-09-07 08:19:42,"[1.2258, 0.8075, 0.4278, -0.6682, -1.3241]"
2019-09-07 09:15:48,"[-2.1042, -0.3783, 1.6273, 1.6036, -0.5676]"
2019-09-07 17:58:27,"[0.6741, 0.3798, 0.0784, -0.3602, -0.722]"
2019-09-07 18:01:58,"[-0.1091, -0.16422, 0.23026, -8.8909e-05, -0.0042637]"
2019-09-07 18:19:36,"[0.6766, 0.2812, 0.2816, -0.4357, -0.6362]"
2019-09-07 18:41:31,"[-0.6853, -1.228, -0.6184, 0.49, 1.6171]"
2019-09-07 18:44:50,"[0.3554, 0.0718, -0.0796, -0.0584, -0.2699]"
2019-09-07 18:47:01,"[0.06, -0.4614, -0.249, 0.1471, 0.3787]"
2019-09-07 19:08:57,"[0.1452, -0.7312, -0.3491, 0.119, 0.687]"
2019-09-07 19:12:01,"[-2.5833, -2.1531, -0.3417, 1.9275, 2.4524]"
2019-09-07 19:16:31,"[0.5723, -0.0834, -0.0601, -0.1318, -0.2383]"
2019-09-07 19:18:18,"[1.284, 0.4321, 0.102, -0.5826, -0.9882]"
2019-09-07 19:18:38,"[0.4542, -0.1493, -0.0796, -0.2072, -0.0749]"
2019-09-07 19:40:26,"[-1.4695, -1.1901, 0.1461, 1.1334, 0.986]"
2019-09-07 19:42:43,"[0.4725, -0.4586, -0.2729, -0.195, 0.3909]"
2019-09-07 19:48:59,"[-3.1724, -2.322, 0.0358, 2.4454, 2.2734]"
2019-09-07 19:53:06,"[-1.6038, -0.9773, 0.1428, 1.028, 0.9317]"
2019-09-07 20:13:13,"[1.66, 1.2885, 0.602, -0.8994, -2.1734]"
2019-09-07 20:17:55,"[0.208, -0.1272, -0.1074, -0.0289, 0.125]"
2019-09-07 22:48:57,"[0.0389, -0.3364, 0.1776, 0.1125, 0.1346]"
2019-09-07 22:57:27,"[-0.8591, -1.2717, -0.2822, 0.6975, 1.3957]"
2019-09-07 23:13:34,"[0.9782, 0.0822, -0.0288, -0.5134, -0.3694]"
2019-09-07 23:23:50,"[-1.5057, -1.5911, -0.788, 0.9829, 2.2441]"
2019-09-08 02:41:14,"[1.8094, 0.9234, 0.4588, -1.0046, -1.5649]"
2019-09-08 02:56:21,"[-0.2089, -0.687, -0.2054, 0.1724, 0.6647]"
2019-09-09 02:35:39,"[0.8341, 0.0892, -0.1541, -0.4019, -0.2313]"
2019-09-09 03:56:50,"[-1.3918, -1.634, -0.316, 0.9095, 2.0056]"
2019-09-09 07:01:49,"[1.2633, 1.2476, 0.6687, -0.7822, -1.9036]"
2019-09-09 07:05:16,"[-0.5177, -0.6883, -0.0674, 0.3804, 0.7295]"
2019-09-09 07:14:47,"[-0.963, -0.9111, -0.0974, 0.631, 0.9488]"
2019-09-09 07:21:40,"[-0.8528, -0.9128, -0.1335, 0.6296, 1.0586]"
2019-09-09 08:10:28,"[-0.4832, -1.0617, -0.361, 0.3734, 1.2922]"
2019-09-09 08:53:42,"[-0.5047, -0.5617, 0.1037, 0.448, 0.4933]"
2019-09-09 17:25:42,"[-0.1768, -0.838, -0.2501, 0.0987, 0.9618]"
2019-09-09 17:47:27,"[-0.2248, -0.3594, -0.001, 0.1894, 0.329]"
2019-09-09 17:51:16,"[-0.5367, -0.2093, 0.2988, 0.4273, -0.0948]"
2019-09-09 17:52:42,"[-1.0431, -1.3346, -0.435, 0.691, 1.7183]"
2019-09-09 18:07:08,"[0.0335, -0.1965, 0.0292, 0.1017, -0.0596]"
2019-09-09 18:08:59,"[0.1447, 1.08, 1.0403, -0.2781, -1.7124]"
2019-09-09 18:13:10,"[-0.3041, 0.7086, 0.9785, 0.1521, -1.267]"
2019-09-09 18:18:16,"[-1.0463, -0.023, 0.7945, 0.7686, -0.5311]"
2019-09-09 19:20:01,"[-0.1234, -0.2794, -0.5784, 0.0037, 0.7307]"
2019-09-09 20:22:22,"[0.0823, -0.1578, 0.1716, 0.1597, -0.1723]"
2019-09-09 20:23:18,"[-0.0648, -0.4229, -0.0318, 0.2026, 0.1918]"
2019-09-09 20:39:45,"[0.2043, 1.2182, 1.0492, -0.2246, -1.9053]"
2019-09-09 22:01:53,"[-0.3707, -0.767, -0.3081, 0.4091, 0.7649]"
2019-09-09 23:05:41,"[0.494, 0.8773, 0.3787, -0.4002, -1.1198]"
2019-09-10 06:26:25,"[-0.2386, 0.2052, 0.2312, 0.1959, -0.44]"
2019-09-10 06:30:49,"[-0.1584, -0.5527, -0.1603, 0.2361, 0.4109]"
2019-09-10 08:05:59,"[-1.3057, -0.7444, 0.2741, 0.9254, 0.548]"
2019-09-10 08:07:56,"[-1.7976, -1.5627, 0.237, 1.3893, 1.3127]"
2019-09-10 08:09:14,"[-0.4238, -1.2199, -0.7008, 0.3929, 1.4702]"
2019-09-10 09:24:38,"[0.6867, -0.2172, -0.206, -0.2717, -0.0067]"
2019-09-10 19:03:18,"[-0.4862, -0.6882, 0.0421, 0.4369, 0.5824]"
2019-09-10 19:05:35,"[-1.4646, -1.3317, -0.1733, 1.0665, 1.4511]"
2019-09-10 19:15:23,"[-0.5424, -0.9182, -0.0813, 0.5216, 0.7821]"
2019-09-10 19:25:37,"[-0.0747, -0.1256, 0.496, 0.159, -0.1656]"
2019-09-10 19:26:32,"[-1.0554, -1.2711, -0.2642, 0.6779, 1.519]"
2019-09-10 19:49:16,"[-0.5536, -0.1194, 0.5182, 0.5571, -0.3717]"
2019-09-10 19:52:19,"[0.7955, 0.1086, -0.0289, -0.4472, -0.3578]"
2019-09-10 19:58:58,"[-2.2075, -1.8475, -0.1832, 1.6994, 1.9073]"
2019-09-11 05:16:20,"[-0.2231, -0.4024, -0.0177, 0.224, 0.403]"
2019-09-11 05:17:59,"[-0.2298, -0.5746, 0.0925, 0.2262, 0.4451]"
2019-09-11 05:29:47,"[-0.0607, -0.6662, -0.5613, -0.0292, 1.0293]"
2019-09-11 06:01:06,"[0.0963, -0.3742, -0.1069, 0.0315, 0.3077]"
2019-09-11 06:12:29,"[-1.4751, -0.1965, 0.9534, 1.0606, -0.2566]"
2019-09-11 14:05:23,"[-0.2413, 0.1171, 0.6884, 0.1092, -0.615]"
2019-09-11 14:09:21,"[0.2182, -0.242, -0.0014, -0.0317, 0.0427]"
2019-09-11 14:09:58,"[-0.4892, -0.7229, -0.0798, 0.444, 0.6064]"
2019-09-11 14:10:54,"[-0.0355, -0.4755, -0.1368, 0.1394, 0.3598]"
2019-09-11 15:06:14,"[-0.2704, -0.531, -0.1482, 0.2274, 0.58]"
2019-09-11 20:14:27,"[0.8617, 0.1802, -0.2093, -0.4043, -0.3749]"
2019-09-12 01:42:01,"[-0.159, -0.251, 0.0756, 0.2439, -0.0536]"
2019-09-12 01:42:25,"[0.9525, 0.2734, 0.2064, -0.5493, -0.6385]"
2019-09-12 01:54:19,"[-0.9251, -0.007, 0.5631, 0.4715, -0.1884]"
2019-09-12 01:54:50,"[-0.6759, -0.5988, 0.0063, 0.3289, 0.6627]"
2019-09-12 02:08:40,"[0.3241, -0.3734, -0.0604, -0.0819, 0.176]"
2019-09-12 05:06:26,"[-1.0544, -1.0688, -0.0477, 0.8481, 1.0022]"
2019-09-12 05:26:18,"[-0.0289, -0.4994, -0.1601, 0.181, 0.2882]"
2019-09-12 05:49:44,"[-1.2264, -1.6281, -0.5641, 0.7806, 2.1285]"
2019-09-12 06:12:46,"[-0.8894, -0.82, 0.0365, 0.5831, 0.8176]"
2019-09-12 06:19:42,"[1.0896, 0.1449, -0.1065, -0.6044, -0.4429]"
2019-09-12 06:21:28,"[-1.6939, -1.4412, 0.3154, 1.3133, 1.0754]"
2019-09-12 06:24:50,"[-0.1171, -0.3876, -0.18, 0.2358, 0.293]"
2019-09-12 19:03:08,"[-0.1098, -0.1066, 0.2172, 0.1544, -0.2006]"
2019-09-12 19:09:10,"[-1.3647, -1.0416, 0.3908, 0.9713, 0.8345]"
2019-09-12 19:49:37,"[-0.7023, -0.0558, 0.4212, 0.469, -0.2054]"
2019-09-12 21:41:49,"[-0.0063, -0.377, -0.1298, 0.0406, 0.2884]"
2019-09-12 21:43:33,"[0.578, 0.5698, 0.2576, -0.4129, -0.9388]"
2019-09-13 07:16:27,"[0.189, -0.4206, -0.0776, -0.0497, 0.3255]"
2019-09-13 23:00:30,"[0.3571, 0.0117, 0.1243, -0.0872, -0.2503]"
2019-09-13 23:11:59,"[-0.7403, -1.0702, -0.3275, 0.6964, 1.1265]"
2019-09-13 23:12:59,"[-0.7898, -1.2475, -0.6721, 0.5298, 1.6625]"
2019-09-13 23:21:36,"[-0.3721, -0.9243, -0.0481, 0.2756, 0.8338]"
2019-09-13 23:22:39,"[-0.1869, -1.0181, -0.5694, 0.0727, 1.3249]"
2019-09-14 00:32:03,"[0.1289, -0.2677, -0.0403, 0.0903, 0.0461]"
2019-09-14 01:37:07,"[-1.4724, -1.7434, -0.5384, 0.9218, 2.2553]"
2019-09-14 05:20:08,"[-0.4184, -0.6954, -0.5277, 0.2993, 0.9679]"
2019-09-14 05:31:14,"[-0.1539, -0.2016, 0.1221, 0.0697, 0.1478]"
2019-09-14 16:56:24,"[0.2175, 0.2981, 0.1955, -0.1452, -0.5936]"
2019-09-14 17:03:08,"[-0.859, -0.0014, 0.7314, 0.6896, -0.5663]"
2019-09-14 17:10:01,"[0.3603, -0.0339, 0.1067, 0.0209, -0.4281]"
2019-09-14 17:25:44,"[-0.1009, -0.5628, -0.1838, 0.2325, 0.4425]"
2019-09-14 17:45:58,"[0.138, 0.8843, 0.8358, -0.1624, -1.4119]"
2019-09-14 17:51:01,"[-0.7672, 0.5232, 1.0619, 0.5335, -1.1702]"
2019-09-14 17:53:24,"[0.1566, 0.002, -0.0031, 0.0813, -0.2402]"
2019-09-14 17:59:08,"[0.8689, 0.644, 0.2188, -0.4307, -1.062]"
2019-09-14 19:33:39,"[-0.7768, -0.9172, -0.6601, 0.5119, 1.3933]"
2019-09-14 19:51:09,"[-1.4279, -0.8783, 0.5884, 1.2944, 0.2388]"
2019-09-14 19:54:31,"[1.0606, 1.5434, 0.9403, -0.8325, -2.2708]"
2019-09-14 19:55:15,"[0.0641, -0.535, -0.132, 0.1136, 0.3826]"
2019-09-15 19:01:31,"[-0.9596, -1.7243, -0.4618, 0.6013, 2.0833]"
2019-09-15 19:38:02,"[-2.1302, -1.9803, -0.538, 1.2958, 2.8567]"
2019-09-15 19:40:41,"[-0.8852, -0.165, 0.7987, 0.5079, -0.3408]"
2019-09-15 19:51:31,"[-0.3177, -0.6696, -0.2805, 0.2029, 0.8759]"
2019-09-15 19:52:41,"[0.3145, -0.2611, -0.127, -0.1147, 0.0721]"
2019-09-15 19:55:43,"[-1.217, -1.7042, -0.584, 0.9144, 2.1139]"
2019-09-15 19:56:36,"[-0.1467, -0.579, -0.4094, 0.2435, 0.7609]"
2019-09-15 19:58:05,"[-1.2871, -1.6209, -0.4074, 1.0561, 1.8145]"
2019-09-15 19:59:06,"[0.2584, 0.376, 0.516, -0.152, -0.8523]"
2019-09-16 01:35:46,"[-0.432, -0.7673, -0.1329, 0.441, 0.6685]"
2019-09-16 15:02:43,"[-0.6368, -0.5921, -0.0738, 0.346, 0.6538]"
2019-09-16 16:43:45,"[-0.6466, -1.4071, -0.3864, 0.4917, 1.5803]"
2019-09-16 16:48:02,"[0.2879, -0.3891, -0.2487, -0.1257, 0.388]"
2019-09-16 16:49:32,"[-1.605, -1.6188, -0.2786, 1.1731, 1.7754]"
2019-09-16 17:05:44,"[-0.5363, -1.1773, -0.4952, 0.206, 1.6618]"
2019-09-16 17:35:58,"[-1.5117, -0.7514, 0.1333, 0.9968, 0.7972]"
2019-09-17 04:39:36,"[0.7393, -0.4488, -0.738, -0.4244, 0.7298]"
2019-09-17 08:11:40,"[1.4496, 0.4207, -0.104, -0.6307, -0.8769]"
2019-09-17 08:17:30,"[-0.0561, -0.4265, -0.0121, 0.2088, 0.2446]"
2019-09-17 08:34:31,"[-1.6128, -0.3826, 1.2592, 0.9975, -0.2336]"
2019-09-17 15:54:10,"[0.7816, -0.2736, -0.2518, -0.4091, 0.1781]"
2019-09-17 16:09:59,"[-0.3877, 0.2586, 0.6276, 0.3085, -0.7632]"
2019-09-17 16:12:48,"[0.0058, -0.0559, -0.0398, 0.0205, 0.0177]"
2019-09-17 16:13:32,"[-0.8262, -0.9069, -0.1954, 0.526, 1.0382]"
2019-09-17 16:14:49,"[0.7924, -0.4017, -0.7366, -0.4486, 0.6608]"
2019-09-17 16:17:53,"[-2.8794, -1.9411, 0.2991, 2.1502, 1.7384]"
2019-09-17 16:21:36,"[-0.1201, -0.0242, 0.3173, 0.1531, -0.3042]"
2019-09-17 16:25:35,"[-0.2959, -0.1135, 0.0876, 0.2169, -0.0671]"
2019-09-17 16:26:39,"[-0.4713, -1.0263, -0.5063, 0.3081, 1.2704]"
2019-09-17 16:28:25,"[-0.0686, -0.6965, -0.4201, 0.1504, 0.8204]"
2019-09-17 16:38:00,"[-2.1784, -1.8448, 0.201, 1.3997, 1.8577]"
2019-09-17 16:40:54,"[0.2369, -0.3833, -0.0755, -0.0595, 0.2039]"
2019-09-17 16:41:12,"[-0.345, -0.5579, -0.0404, 0.3625, 0.3795]"
2019-09-17 16:46:34,"[-0.43, -0.8429, 0.0602, 0.3725, 0.5567]"
2019-09-17 19:38:49,"[0.4453, -0.2759, -0.1905, -0.1711, 0.0838]"
2019-09-17 19:40:41,"[-1.0349, -0.369, 0.7355, 0.8511, -0.2418]"
2019-09-17 19:47:02,"[2.658, 1.1638, 0.1078, -1.4384, -1.875]"
2019-09-18 00:35:57,"[-0.3787, -0.5701, 0.1513, 0.325, 0.4354]"
2019-09-18 15:23:33,"[1.7661, 0.0872, -0.6352, -1.0139, -0.1256]"
2019-09-18 15:26:28,"[0.0883, -0.6502, -0.2195, 0.0349, 0.5575]"
2019-09-18 15:56:53,"[-0.2993, 0.4414, 0.9527, 0.0684, -1.0464]"
2019-09-18 16:51:23,"[-0.2487, -0.672, -0.0887, 0.2599, 0.6883]"
2019-09-18 16:53:13,"[0.0617, -0.3527, -0.0742, 0.085, 0.2782]"
2019-09-18 16:54:39,"[-0.3484, -1.169, -0.7972, 0.1659, 1.8424]"
2019-09-18 17:00:30,"[-1.8145, -1.5554, 0.1969, 1.3716, 1.3599]"
2019-09-18 17:33:54,"[-0.3554, -0.5903, 0.0692, 0.3139, 0.5238]"
2019-09-18 17:47:15,"[-1.7059, -1.8022, -0.546, 1.2366, 2.2297]"
2019-09-18 18:53:20,"[-1.0775, -1.4681, -0.2624, 0.6311, 1.8287]"
2019-09-19 14:21:10,"[-1.9653, -1.5323, -0.0788, 1.4171, 1.7213]"
2019-09-19 14:23:19,"[1.9859, 0.3019, -0.0101, -1.006, -0.8823]"
2019-09-19 14:28:51,"[0.8139, 0.1404, 0.2947, -0.2484, -0.6556]"
2019-09-19 14:45:13,"[-1.2213, -1.1587, 0.0368, 0.9438, 1.0907]"
2019-09-19 18:25:04,"[-1.3381, -1.8497, -0.6782, 0.9041, 2.391]"
2019-09-19 21:14:41,"[-2.3177, -2.4354, -0.651, 1.6678, 2.877]"
2019-09-19 22:16:25,"[-0.3418, -0.902, -0.2794, 0.3383, 0.9115]"
2019-09-19 22:20:40,"[0.1699, 0.0316, -0.1244, -0.3177, 0.0943]"
2019-09-19 22:24:45,"[0.6156, 0.9846, 0.7949, -0.2385, -1.7848]"
2019-09-19 22:28:12,"[1.0515, 0.1453, 0.0906, -0.4294, -0.6747]"
2019-09-20 04:11:55,"[0.549, -0.0899, 0.0108, -0.2335, -0.0276]"
2019-09-20 04:17:39,"[-0.7206, -0.8874, -0.1613, 0.5299, 0.9603]"
2019-09-20 23:12:11,"[-0.6289, -0.1858, 0.1386, 0.3394, 0.2369]"
2019-09-21 04:04:12,"[-0.4579, -0.0979, -0.0605, 0.3804, 0.1668]"
2019-09-21 04:05:20,"[0.2764, -0.3496, -0.1008, -0.1962, 0.2311]"
2019-09-21 04:07:21,"[-0.4665, -0.2953, 0.3154, 0.4812, -0.151]"
2019-09-21 04:07:45,"[-0.0404, -0.7118, -0.4174, 0.1153, 0.8257]"
2019-09-21 04:09:38,"[0.0058, 0.2279, 0.183, -0.0041, -0.4823]"
2019-09-21 20:36:42,"[-0.6713, -1.1366, -0.3532, 0.5505, 1.2955]"
2019-09-22 07:04:02,"[-0.2103, -0.4264, -0.0242, 0.2853, 0.3094]"
2019-09-22 15:59:44,"[-0.9031, -0.7234, -0.0162, 0.4034, 0.7685]"
2019-09-22 16:17:26,"[-0.7821, -1.4466, -0.506, 0.6827, 1.629]"
2019-09-22 16:41:28,"[-1.2506, -1.0096, -0.1196, 1.0463, 0.9459]"
2019-09-22 16:51:03,"[0.6001, 0.8654, 0.566, -0.3891, -1.3975]"
2019-09-22 16:54:26,"[-1.7052, -1.0487, -0.2127, 1.1766, 1.3618]"
2019-09-22 16:55:38,"[-0.6194, -0.0382, 1.2926, 0.185, -0.8299]"
2019-09-22 17:06:46,"[-2.4315, -1.2969, 0.0906, 1.7763, 1.3254]"
2019-09-22 17:13:05,"[-0.5629, 0.223, 0.8432, 0.5011, -0.835]"
2019-09-22 17:20:27,"[-0.9843, 0.401, 1.0282, 0.4445, -0.765]"
2019-09-22 17:31:12,"[-2.3067, -1.25, 0.5716, 1.6021, 1.0377]"
2019-09-22 17:31:54,"[-0.202, -0.7391, -0.2009, 0.2534, 0.6848]"
2019-09-22 22:42:50,"[-0.0911, 0.4057, 0.6993, 0.1802, -0.9966]"
2019-09-23 05:37:53,"[0.3086, -0.0837, -0.0226, 0.0174, -0.2457]"
2019-09-23 05:40:38,"[-0.0824, 0.2627, 0.4312, 0.0634, -0.5936]"
2019-09-23 05:43:00,"[0.0313, 0.3916, 0.4412, 0.0978, -0.7666]"
2019-09-23 05:45:37,"[-0.8047, -0.7073, 0.0161, 0.6488, 0.6979]"
2019-09-23 17:36:10,"[1.7292, 0.6323, 0.0448, -0.7856, -1.2921]"
2019-09-23 17:38:43,"[-0.1358, -0.483, -0.0075, 0.1269, 0.3516]"
2019-09-23 17:41:09,"[0.6415, 0.0552, -0.0331, -0.2878, -0.3284]"
2019-09-23 17:44:14,"[-1.1564, -1.1577, -0.6587, 0.7976, 1.6069]"
2019-09-24 01:59:33,"[-2.2481, -1.3741, 0.136, 1.7338, 1.1534]"
2019-09-24 16:15:11,"[0.5493, 1.1942, 1.1191, -0.4837, -1.9419]"
2019-09-24 16:59:43,"[0.7451, 0.1316, 0.158, -0.2832, -0.5776]"
2019-09-24 17:43:55,"[-2.5329, -1.9565, 0.1079, 1.7255, 2.0535]"
2019-09-24 18:01:46,"[0.0195, 0.1819, 0.6607, 0.0506, -0.7857]"
2019-09-24 18:03:06,"[-0.2661, 0.0161, -0.2136, -0.017, 0.3827]"
2019-09-24 18:04:08,"[-0.2679, 0.3889, 0.7479, 0.2198, -0.9328]"
2019-09-24 18:10:42,"[-1.7382, -0.9136, 0.2136, 1.167, 0.8313]"
2019-09-24 18:14:58,"[-0.7776, 0.1339, 0.4935, 0.2129, -0.2884]"
2019-09-24 18:17:06,"[-2.012, -0.6, 0.7478, 1.4125, 0.3843]"
2019-09-24 18:37:07,"[-0.4205, 0.0712, 0.5319, 0.457, -0.6364]"
2019-09-24 19:53:01,"[-1.1137, -0.8368, -0.0661, 0.8276, 0.9256]"
2019-09-24 19:55:14,"[-0.8678, -0.65, 0.0119, 0.7402, 0.5741]"
2019-09-24 19:58:20,"[0.6786, 0.9922, 0.8653, -0.3737, -1.7828]"
2019-09-24 20:02:21,"[-0.6795, -0.0601, 0.6799, 0.4293, -0.2899]"
2019-09-24 20:03:46,"[-0.4892, -0.9054, -0.2954, 0.3141, 1.0292]"
2019-09-24 20:08:51,"[-0.9792, -0.1483, 0.5903, 0.8685, -0.3777]"
2019-09-24 20:36:37,"[-2.4268, -2.4551, -0.5612, 1.826, 2.872]"
2019-09-25 05:55:53,"[-0.9525, -1.3513, -0.5244, 0.6189, 1.6623]"
2019-09-25 18:35:03,"[-1.7389, -1.3959, 0.0287, 1.2166, 1.4043]"
2019-09-25 18:45:53,"[0.1944, -0.5041, -0.244, -0.0324, 0.4985]"
2019-09-25 19:09:35,"[0.3446, -0.2577, -0.1037, -0.0922, 0.1282]"
2019-09-26 02:36:30,"[0.2833, 0.3052, 0.1924, -0.1202, -0.6133]"
2019-09-26 02:42:43,"[-0.567, -0.5843, 0.1084, 0.5586, 0.4472]"
2019-09-26 02:46:32,"[-1.3692, -0.9745, -0.2051, 0.9962, 1.2125]"
2019-09-26 03:28:28,"[-2.5345, -2.4066, -0.5576, 1.7786, 2.9761]"
2019-09-26 03:38:48,"[0.1912, -0.8599, -0.7445, -0.0261, 1.1569]"
2019-09-26 03:44:53,"[-1.0835, -0.3187, 0.289, 0.6738, 0.243]"
2019-09-26 03:47:57,"[-2.8486, -0.9599, 1.3769, 2.206, 0.2176]"
2019-09-26 03:57:18,"[-1.895, -0.8588, 0.7433, 1.3822, 0.4142]"
2019-09-26 04:02:02,"[-0.2225, -0.5317, -0.1676, 0.1757, 0.5476]"
2019-09-26 04:18:37,"[0.1088, -0.09, 0.2605, 0.024, -0.3663]"
2019-09-26 04:56:47,"[-1.0447, -1.5348, -0.3305, 0.5487, 1.9073]"
2019-09-26 04:59:13,"[-0.0665, 0.7154, 0.9905, 0.0485, -1.4586]"
2019-09-26 05:20:31,"[-0.718, -0.5112, 0.3929, 0.5394, 0.1215]"
2019-09-26 05:43:15,"[-1.1809, -1.5616, -0.5556, 0.7714, 1.8946]"
2019-09-26 05:55:35,"[-0.283, 0.9004, 1.1006, 0.0668, -1.4853]"
2019-09-26 05:59:08,"[0.3615, 0.9848, 1.0543, -0.2022, -1.8209]"
2019-09-26 06:02:36,"[0.073, -0.4085, -0.1906, -0.017, 0.4213]"
2019-09-26 14:57:34,"[-0.6197, -0.9579, -0.5162, 0.5704, 1.1675]"
2019-09-26 14:58:20,"[-0.8304, -1.2349, -0.4093, 0.4217, 1.6932]"
2019-09-26 15:01:49,"[-0.6027, 0.3365, 0.7932, 0.2682, -0.6964]"
2019-09-26 15:05:34,"[-0.0242, 0.3115, 0.4609, 0.1331, -0.8561]"
2019-09-26 15:21:42,"[-0.585, -1.1703, -0.6761, 0.3837, 1.6477]"
2019-09-26 16:32:06,"[-0.243, -0.8523, -0.4437, 0.1854, 1.1082]"
2019-09-26 20:10:03,"[-0.03, -0.0746, 0.4599, 0.2146, -0.4968]"
2019-09-27 00:59:03,"[0.4906, 0.0675, -0.1268, -0.1961, -0.3205]"
2019-09-27 16:16:32,"[2.0374, 0.7019, 0.1966, -1.0107, -1.3648]"
2019-09-27 16:18:00,"[-0.3169, 0.3392, 0.5106, 0.0106, -0.5897]"
2019-09-27 16:18:16,"[-0.3566, -0.7299, -0.1618, 0.3686, 0.6329]"
2019-09-27 16:28:45,"[0.551, 0.5775, 0.3581, -0.3492, -0.9399]"
2019-09-27 16:31:41,"[0.7289, 0.4586, 0.371, -0.3299, -1.0455]"
2019-09-27 16:34:09,"[-1.1838, 0.2897, 1.1012, 0.7761, -0.7883]"
2019-09-27 16:59:17,"[-1.5979, 0.3555, 1.6217, 1.0613, -1.1344]"
2019-09-27 17:00:05,"[0.5791, -0.1549, -0.1503, -0.2345, -0.0803]"
2019-09-27 17:04:43,"[-0.2419, -0.0216, -0.0863, -0.0035, 0.307]"
2019-09-27 17:09:29,"[-1.393, -0.6208, 0.0895, 1.0074, 0.7954]"
2019-09-27 18:55:21,"[-0.9203, -0.4907, 0.1287, 0.543, 0.5358]"
2019-09-27 19:14:27,"[-0.3347, 0.0561, 0.6395, 0.5049, -0.7627]"
2019-09-27 19:25:10,"[-2.1125, -1.3725, 0.1123, 1.3575, 1.3019]"
2019-09-27 19:25:31,"[-1.4578, -1.1691, -0.0953, 0.9179, 1.1692]"
2019-09-28 15:01:04,"[-0.3347, -1.115, -0.598, 0.375, 1.3346]"
2019-09-28 18:19:54,"[-0.363, -0.8071, -0.3035, 0.3474, 0.785]"
2019-09-28 18:23:23,"[-1.987, -0.7131, 1.1851, 1.5337, -0.0469]"
2019-09-28 18:28:49,"[0.2818, -0.2871, -0.3053, 0.0516, 0.1867]"
2019-09-28 18:31:20,"[0.4862, -0.4218, -0.7022, -0.1831, 0.6381]"
2019-09-29 00:39:34,"[-0.2732, -0.6931, -0.0621, 0.3136, 0.5961]"
